umap_n_neighbors,umap_n_components,umap_min_dist,hdbscan_min_cluster_size,hdbscan_min_samples,hdbscan_cluster_selection_method,hdbscan_cluster_selection_epsilon,n_clusters,noise_ratio,topic_-1_count,topic_0_count,topic_1_count,largest_topic_count,largest_topic_ratio,top3_topic_ratio,topic_entropy,balance_score,status,note
5,10,0.0,100,10.0,leaf,0.0,80,0.5177919563216201,16312,122,133,670,0.021267815763578,0.0532330254261498,4.26868334115462,0.8276354632892107,ok,
5,10,0.0,100,10.0,leaf,0.05,80,0.5177919563216201,16312,122,133,670,0.021267815763578,0.0532330254261498,4.26868334115462,0.8276354632892107,ok,
5,10,0.0,100,10.0,leaf,0.1,80,0.5177919563216201,16312,122,133,670,0.021267815763578,0.0532330254261498,4.26868334115462,0.8276354632892107,ok,
5,10,0.0,100,10.0,leaf,0.2,62,0.3808208742024569,11997,122,133,1722,0.0546614608132558,0.1363044789385138,3.758260936148602,0.8420944037075835,ok,
5,10,0.0,100,15.0,eom,0.0,56,0.383328571882043,12076,122,133,1795,0.0569787004412278,0.1354791607148525,3.700331624659832,0.8408119861600483,ok,
5,10,0.0,100,15.0,eom,0.05,56,0.383328571882043,12076,122,133,1795,0.0569787004412278,0.1354791607148525,3.700331624659832,0.8408119861600483,ok,
5,10,0.0,100,15.0,eom,0.1,56,0.383328571882043,12076,122,133,1795,0.0569787004412278,0.1354791607148525,3.700331624659832,0.8408119861600483,ok,
5,10,0.0,100,15.0,eom,0.2,55,0.3763451099895248,11856,122,133,1795,0.0569787004412278,0.1406532711170364,3.6713076479290825,0.8418722026473671,ok,
5,10,0.0,100,15.0,leaf,0.0,73,0.5230612957496111,16478,122,133,598,0.0189823191442084,0.0521855061422721,4.171128763342065,0.8269498143033998,ok,
5,10,0.0,100,15.0,leaf,0.05,73,0.5230612957496111,16478,122,133,598,0.0189823191442084,0.0521855061422721,4.171128763342065,0.8269498143033998,ok,
5,10,0.0,100,15.0,leaf,0.1,73,0.5230612957496111,16478,122,133,598,0.0189823191442084,0.0521855061422721,4.171128763342065,0.8269498143033998,ok,
5,10,0.0,100,15.0,leaf,0.2,60,0.4078024315144589,12847,122,133,1795,0.0569787004412278,0.1230993873599339,3.7887557334685615,0.8359457829413071,ok,
5,10,0.0,100,30.0,eom,0.0,50,0.3914865250928483,12333,122,130,1940,0.0615814366885693,0.1676030854204361,3.490835380133708,0.8305589943814875,ok,
5,10,0.0,100,30.0,eom,0.05,50,0.3914865250928483,12333,122,130,1940,0.0615814366885693,0.1676030854204361,3.490835380133708,0.8305589943814875,ok,
5,10,0.0,100,30.0,eom,0.1,50,0.3914865250928483,12333,122,130,1940,0.0615814366885693,0.1676030854204361,3.490835380133708,0.8305589943814875,ok,
5,10,0.0,100,30.0,eom,0.2,50,0.3914865250928483,12333,122,130,1940,0.0615814366885693,0.1676030854204361,3.490835380133708,0.8305589943814875,ok,
