stage,umap_n_neighbors,umap_n_components,umap_min_dist,umap_metric,umap_random_state,hdbscan_min_cluster_size,hdbscan_min_samples,hdbscan_cluster_selection_method,hdbscan_cluster_selection_epsilon,hdbscan_metric,n_clusters,noise_ratio,topic_-1_count,topic_0_count,topic_1_count,largest_topic_count,largest_topic_ratio,top3_topic_ratio,topic_entropy,balance_score,status,note
stage2,5,5,0.05,cosine,42,75,50,eom,0.0,euclidean,17,0.41726815897670166,4567,79,85,1589,0.1451804476930105,0.27647327546825035,0.8666125522007118,0.7119707629054363,ok,完成
stage2,5,5,0.05,cosine,42,75,50,eom,0.05,euclidean,17,0.41726815897670166,4567,79,85,1589,0.1451804476930105,0.27647327546825035,0.8666125522007118,0.7119707629054363,ok,完成
stage2,5,5,0.05,cosine,42,75,50,eom,0.1,euclidean,17,0.41726815897670166,4567,79,85,1589,0.1451804476930105,0.27647327546825035,0.8666125522007118,0.7119707629054363,ok,完成
stage2,5,5,0.05,cosine,42,75,50,eom,0.2,euclidean,17,0.41726815897670166,4567,79,85,1589,0.1451804476930105,0.27647327546825035,0.8666125522007118,0.7119707629054363,ok,完成
stage2,5,5,0.05,cosine,42,75,50,leaf,0.0,euclidean,22,0.5104613978985838,5587,79,85,886,0.08095020557332115,0.17697578803106442,0.912788166675748,0.7631813613522157,ok,完成
stage2,5,5,0.05,cosine,42,75,50,leaf,0.05,euclidean,22,0.5104613978985838,5587,79,85,886,0.08095020557332115,0.17697578803106442,0.912788166675748,0.7631813613522157,ok,完成
stage2,5,5,0.05,cosine,42,75,50,leaf,0.1,euclidean,22,0.5104613978985838,5587,79,85,886,0.08095020557332115,0.17697578803106442,0.912788166675748,0.7631813613522157,ok,完成
stage2,5,5,0.05,cosine,42,75,50,leaf,0.2,euclidean,22,0.5104613978985838,5587,79,85,886,0.08095020557332115,0.17697578803106442,0.912788166675748,0.7631813613522157,ok,完成
stage2,5,5,0.05,cosine,42,75,75,eom,0.0,euclidean,12,0.3329374143444495,3644,120,85,3091,0.28241206030150756,0.45326633165829144,0.7483156813974071,0.6207418912745546,ok,完成
stage2,5,5,0.05,cosine,42,75,75,eom,0.05,euclidean,12,0.3329374143444495,3644,120,85,3091,0.28241206030150756,0.45326633165829144,0.7483156813974071,0.6207418912745546,ok,完成
stage2,5,5,0.05,cosine,42,75,75,eom,0.1,euclidean,12,0.3329374143444495,3644,120,85,3091,0.28241206030150756,0.45326633165829144,0.7483156813974071,0.6207418912745546,ok,完成
stage2,5,5,0.05,cosine,42,75,75,eom,0.2,euclidean,12,0.3329374143444495,3644,120,85,3091,0.28241206030150756,0.45326633165829144,0.7483156813974071,0.6207418912745546,ok,完成
stage2,5,5,0.05,cosine,42,75,75,leaf,0.0,euclidean,19,0.5983554134307904,6549,120,85,611,0.055824577432617636,0.14673366834170853,0.9122406465292733,0.726399269072636,ok,完成
stage2,5,5,0.05,cosine,42,75,75,leaf,0.05,euclidean,19,0.5983554134307904,6549,120,85,611,0.055824577432617636,0.14673366834170853,0.9122406465292733,0.726399269072636,ok,完成
stage2,5,5,0.05,cosine,42,75,75,leaf,0.1,euclidean,19,0.5983554134307904,6549,120,85,611,0.055824577432617636,0.14673366834170853,0.9122406465292733,0.726399269072636,ok,完成
stage2,5,5,0.05,cosine,42,75,75,leaf,0.2,euclidean,19,0.5983554134307904,6549,120,85,611,0.055824577432617636,0.14673366834170853,0.9122406465292733,0.726399269072636,ok,完成
stage2,5,5,0.05,cosine,42,75,100,eom,0.0,euclidean,10,0.39186843307446323,4289,96,495,2960,0.2704431247144815,0.39287345820009134,0.792605860874884,0.6027318410232982,ok,完成
stage2,5,5,0.05,cosine,42,75,100,eom,0.05,euclidean,10,0.39186843307446323,4289,96,495,2960,0.2704431247144815,0.39287345820009134,0.792605860874884,0.6027318410232982,ok,完成
stage2,5,5,0.05,cosine,42,75,100,eom,0.1,euclidean,10,0.39186843307446323,4289,96,495,2960,0.2704431247144815,0.39287345820009134,0.792605860874884,0.6027318410232982,ok,完成
stage2,5,5,0.05,cosine,42,75,100,eom,0.2,euclidean,10,0.39186843307446323,4289,96,495,2960,0.2704431247144815,0.39287345820009134,0.792605860874884,0.6027318410232982,ok,完成
stage2,5,5,0.05,cosine,42,75,100,leaf,0.0,euclidean,14,0.5341251713111009,5846,96,495,808,0.07382366377341251,0.18967565098218364,0.9225751708151531,0.6916802192782092,ok,完成
stage2,5,5,0.05,cosine,42,75,100,leaf,0.05,euclidean,14,0.5341251713111009,5846,96,495,808,0.07382366377341251,0.18967565098218364,0.9225751708151531,0.6916802192782092,ok,完成
stage2,5,5,0.05,cosine,42,75,100,leaf,0.1,euclidean,14,0.5341251713111009,5846,96,495,808,0.07382366377341251,0.18967565098218364,0.9225751708151531,0.6916802192782092,ok,完成
stage2,5,5,0.05,cosine,42,75,100,leaf,0.2,euclidean,14,0.5341251713111009,5846,96,495,808,0.07382366377341251,0.18967565098218364,0.9225751708151531,0.6916802192782092,ok,完成
stage2,5,5,0.05,cosine,42,100,,eom,0.0,euclidean,9,0.40063956144358154,4385,495,184,2960,0.2704431247144815,0.39287345820009134,0.8079234300425041,0.5921005025125627,ok,完成
stage2,5,5,0.05,cosine,42,100,,eom,0.05,euclidean,9,0.40063956144358154,4385,495,184,2960,0.2704431247144815,0.39287345820009134,0.8079234300425041,0.5921005025125627,ok,完成
stage2,5,5,0.05,cosine,42,100,,eom,0.1,euclidean,9,0.40063956144358154,4385,495,184,2960,0.2704431247144815,0.39287345820009134,0.8079234300425041,0.5921005025125627,ok,完成
stage2,5,5,0.05,cosine,42,100,,eom,0.2,euclidean,9,0.40063956144358154,4385,495,184,2960,0.2704431247144815,0.39287345820009134,0.8079234300425041,0.5921005025125627,ok,完成
stage2,5,5,0.05,cosine,42,100,,leaf,0.0,euclidean,11,0.5152124257651896,5639,495,184,808,0.07382366377341251,0.19625399725902237,0.9638505287257852,0.6720383736866148,ok,完成
stage2,5,5,0.05,cosine,42,100,,leaf,0.05,euclidean,11,0.5152124257651896,5639,495,184,808,0.07382366377341251,0.19625399725902237,0.9638505287257852,0.6720383736866148,ok,完成
stage2,5,5,0.05,cosine,42,100,,leaf,0.1,euclidean,11,0.5152124257651896,5639,495,184,808,0.07382366377341251,0.19625399725902237,0.9638505287257852,0.6720383736866148,ok,完成
